iter	Passed	Remaining
1664	125223	25195
1665	125289	25118
1666	125356	25041
1667	125416	24963
1668	125479	24885
1669	125549	24809
1670	125614	24732
1671	125684	24655
1672	125761	24581
1673	125879	24514
1674	125949	24437
1675	126019	24361
1676	126086	24284
1677	126147	24207
1678	126211	24129
1679	126275	24052
1680	126343	23975
1681	126406	23898
1682	126472	23821
1683	126539	23745
1684	126600	23667
1685	126669	23590
1686	126738	23514
1687	126806	23438
1688	126869	23360
1689	126935	23283
1690	127000	23207
1691	127065	23130
1692	127134	23053
1693	127200	22977
1694	127260	22899
1695	127336	22824
1696	127399	22747
1697	127456	22668
1698	127520	22591
1699	127588	22515
1700	127656	22439
1701	127724	22363
1702	127786	22285
1703	127853	22209
1704	127917	22132
1705	127982	22055
1706	128076	21983
1707	128169	21911
1708	128233	21834
1709	128298	21758
1710	128367	21682
1711	128429	21604
1712	128491	21527
1713	128559	21451
1714	128627	21375
1715	128694	21299
1716	128764	21223
1717	128830	21146
1718	128899	21070
1719	128969	20995
1720	129038	20919
1721	129107	20843
1722	129174	20766
1723	129235	20689
1724	129299	20613
1725	129363	20536
1726	129426	20459
1727	129494	20383
1728	129556	20306
1729	129618	20229
1730	129682	20152
1731	129755	20077
1732	129820	20001
1733	129887	19925
1734	129951	19848
1735	130014	19771
1736	130083	19696
1737	130149	19619
1738	130215	19543
1739	130282	19467
1740	130383	19396
1741	130468	19323
1742	130564	19251
1743	130659	19179
1744	130724	19103
1745	130789	19026
1746	130850	18949
1747	130913	18873
1748	130984	18797
1749	131053	18721
1750	131120	18645
1751	131186	18569
1752	131251	18493
1753	131322	18418
1754	131389	18342
1755	131456	18266
1756	131524	18190
1757	131593	18114
1758	131658	18038
1759	131726	17962
1760	131791	17886
1761	131854	17810
1762	131926	17734
1763	131993	17659
1764	132065	17583
1765	132125	17507
1766	132190	17430
1767	132264	17355
1768	132335	17280
1769	132405	17205
1770	132471	17129
1771	132536	17053
1772	132613	16978
1773	132718	16907
1774	132797	16833
1775	132862	16757
1776	132932	16681
1777	133002	16606
1778	133074	16531
1779	133136	16455
1780	133197	16378
1781	133264	16302
1782	133337	16227
1783	133407	16152
1784	133476	16077
1785	133545	16001
1786	133627	15927
1787	133713	15854
1788	133787	15779
1789	133859	15704
1790	133950	15631
1791	134036	15557
1792	134107	15482
1793	134175	15407
1794	134273	15334
1795	134361	15261
1796	134429	15185
1797	134489	15109
1798	134572	15035
1799	134663	14962
1800	134730	14886
1801	134796	14811
1802	134862	14735
1803	134962	14663
1804	135095	14594
1805	135160	14518
1806	135231	14443
1807	135296	14367
1808	135374	14293
1809	135462	14219
1810	135544	14145
1811	135612	14070
1812	135676	13994
1813	135734	13917
1814	135798	13841
1815	135875	13767
1816	135980	13695
1817	136050	13620
1818	136114	13544
1819	136176	13467
1820	136239	13392
1821	136311	13316
1822	136402	13243
1823	136489	13170
1824	136564	13095
1825	136635	13020
1826	136700	12944
1827	136764	12868
1828	136837	12793
1829	136911	12718
1830	136994	12644
1831	137090	12571
1832	137160	12496
1833	137242	12422
1834	137344	12349
1835	137421	12275
1836	137493	12200
1837	137563	12124
1838	137649	12050
1839	137737	11977
1840	137809	11902
1841	137879	11826
1842	137947	11751
1843	138009	11675
1844	138074	11599
1845	138141	11524
1846	138209	11448
1847	138292	11374
1848	138391	11301
1849	138470	11227
1850	138529	11151
1851	138592	11075
1852	138659	10999
1853	138723	10924
1854	138803	10849
1855	138916	10777
1856	139012	10704
1857	139099	10630
1858	139218	10559
1859	139319	10486
1860	139414	10413
1861	139531	10341
1862	139660	10270
1863	139912	10208
1864	139977	10132
1865	140044	10056
1866	140169	9985
1867	140267	9911
1868	140332	9836
1869	140394	9760
1870	140460	9684
1871	140572	9611
1872	140679	9538
1873	140742	9462
1874	140806	9387
1875	140873	9311
1876	140938	9235
1877	141034	9161
1878	141160	9090
1879	141230	9014
1880	141296	8939
1881	141361	8863
1882	141431	8787
1883	141520	8713
1884	141649	8641
1885	141718	8566
1886	141789	8490
1887	141864	8415
1888	141959	8341
1889	142049	8267
1890	142179	8195
1891	142269	8121
1892	142363	8046
1893	142497	7975
1894	142572	7899
1895	142665	7825
1896	142775	7752
1897	142864	7677
1898	142951	7603
1899	143062	7529
1900	143160	7455
1901	143235	7380
1902	143304	7304
1903	143397	7230
1904	143509	7156
1905	143605	7082
1906	143667	7006
1907	143735	6930
1908	143835	6856
1909	143903	6780
1910	143974	6705
1911	144060	6630
1912	144149	6555
1913	144267	6482
1914	144396	6409
1915	144467	6333
1916	144551	6258
1917	144647	6184
1918	144714	6108
1919	144783	6032
1920	144849	5956
1921	144940	5882
1922	145029	5807
1923	145103	5731
1924	145171	5656
1925	145240	5580
1926	145331	5505
1927	145426	5430
1928	145491	5355
1929	145552	5279
1930	145613	5203
1931	145678	5127
1932	145769	5052
1933	145857	4977
1934	145920	4901
1935	145988	4826
1936	146059	4750
1937	146125	4674
1938	146198	4599
1939	146296	4524
1940	146372	4449
1941	146448	4373
1942	146548	4299
1943	146657	4224
1944	146755	4149
1945	146851	4075
1946	146926	3999
1947	146997	3923
1948	147069	3848
1949	147145	3772
1950	147226	3697
1951	147311	3622
1952	147403	3547
1953	147475	3471
1954	147537	3396
1955	147602	3320
1956	147672	3244
1957	147739	3169
1958	147799	3093
1959	147871	3017
1960	147952	2942
1961	148049	2867
1962	148120	2791
1963	148188	2716
1964	148257	2640
1965	148319	2565
1966	148384	2489
1967	148451	2413
1968	148517	2338
1969	148599	2262
1970	148698	2187
1971	148764	2112
1972	148864	2037
1973	148954	1961
1974	149016	1886
1975	149088	1810
1976	149152	1735
1977	149218	1659
1978	149286	1584
1979	149350	1508
1980	149412	1433
1981	149478	1357
1982	149549	1282
1983	149617	1206
1984	149688	1131
1985	149749	1055
1986	149809	980
1987	149880	904
1988	149942	829
1989	150005	753
1990	150065	678
1991	150126	602
1992	150195	527
1993	150275	452
1994	150338	376
1995	150407	301
1996	150474	226
1997	150536	150
1998	150605	75
1999	150674	0
